Member_number,Date,itemDescription
4507,18-06-2015,Adastra 2011 Pinot Noir
1118,13-05-2015,Adastra 2010 Merlot
4953,07-05-2015,Abacela Wines
4417,21-01-2015,Aces 2009 Seven Deuce Red
2358,15-12-2015,Adair Black Currant Kir
3122,05-02-2015,Adrice 2016 La Montagna Nebbiolo
3920,10-05-2015,Alasia Brachetto d’Acqui DOCG
4592,08-12-2015,Air Wine
1326,09-11-2015,A&D Monólogo Avesso P67
3729,29-11-2015,A&D Monólogo Chardonnay P706
2627,31-10-2015,A&D Monólogo Avesso P67
3393,07-11-2015,A Blooming Hill 2008 Pinot Noir
4302,03-08-2015,A&D Monólogo Avesso P67
1734,15-02-2015,Adrice 2014 Santé Syrah
3635,26-02-2015,Ad Hoc 'Mixmaster' Blended White
3232,18-12-2015,Adair 2011 Landmark White
2805,18-04-2015,A&D Monólogo Arinto P24
2214,19-01-2015,A&D Monólogo Sauvignon Blanc P704
4725,02-12-2015,Adrice 2016 La Montagna Nebbiolo
4975,02-11-2015,Ad Hoc 'Mixmaster' Blended Red
3393,23-02-2015,Abacela Wines
4456,08-08-2015,Adair Kir Peche
4744,29-08-2015,A Portela Mencía
1264,30-07-2015,A Blooming Hill 2008 Mingle
3104,18-05-2015,Alasia Barolo DOCG
4966,25-01-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4183,15-01-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3786,10-02-2015,Adastra 2011 Merlot
3299,28-02-2015,Adair Kir Peche
1656,07-07-2015,Adrice 2016 La Montagna Nebbiolo
4753,05-03-2015,Albet i Noya El Fanio
2857,18-04-2015,Adastra 2011 Ed's Red
3692,18-10-2015,A to Z Wine
2613,23-08-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3509,08-07-2015,Agran Araucano Wines
3048,06-10-2015,Abacela Wines
1160,21-08-2015,Abacela Wines
2629,26-04-2015,Alasia Moscato Secco IGT Provincia di Pavia
1444,06-06-2015,Adastra 2010 Merlot
2578,01-12-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4184,28-06-2015,Airlie Gewürztraminer
3201,27-11-2015,A Blooming Hill 2008 Pinot Noir
3311,02-05-2015,Adnams Wine
4294,08-01-2015,Adrice 2016 Montepulciano
2283,18-01-2015,Adelsheim Stoller Chardonnay (all vintages)
3325,07-11-2015,Achard-Vincent
3621,02-11-2015,A Gust of Sun 2010 Niagara
1968,03-10-2015,A Grower's Touch Chadronnay
3717,01-04-2015,A Blooming Hill 2009 Pinot Noir
4704,18-08-2015,Adastra 2011 Pinot Noir
3904,11-05-2015,Aalto Wines
2336,07-10-2015,Aces 2009 Seven Deuce Red
3546,22-11-2015,A Blooming Hill 2009 Pinot Noir
3797,23-08-2015,A Blooming Hill 2009 Pinot Gris
4607,15-12-2015,Adrice 2014 Pardonné Pinot Noir
4522,18-05-2015,Albet i Noya Col·lecció Chardonnay
4695,13-10-2015,A Blooming Hill 2008 Pinot Noir
4919,30-03-2015,A&D Singular
3289,15-03-2015,A Blooming Hill 2009 Pinot Noir
1200,26-09-2015,A Blooming Hill 2009 Pinot Noir
3789,06-09-2015,A&D Monólogo Sauvignon Blanc P704
1289,08-11-2015,A&D Monólogo Chardonnay P706
2415,29-04-2015,Albet i Noya Petit Albet Blanc
1943,30-09-2015,A Blooming Hill 2008 Pinot Noir
3685,26-08-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3447,27-11-2015,Alasia Roero Arneis DOCG
2164,08-10-2015,A Blooming Hill 2009 Pinot Gris
4107,05-02-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2744,19-05-2015,A Portela Mencía
1051,12-08-2015,A Blooming Hill 2009 Pinot Noir
2087,09-04-2015,A&D Monólogo Chardonnay P706
1020,13-10-2015,A Blooming Hill 2009 Pinot Noir
4546,09-04-2015,A Blooming Hill 2009 Chardonnay
1182,29-11-2015,A Blooming Hill 2009 Chardonnay
2727,15-12-2015,Adler Fels
4314,29-04-2015,Ad Hoc 'Mixmaster' Blended White
2745,19-02-2015,Adirondack Wines
3147,20-02-2015,Adrice 2015 Niche Syrah
2677,07-12-2015,Adastra 2011 Merlot
2321,08-04-2015,A Blooming Hill 2008 Pinot Noir
4708,02-10-2015,A&D Monólogo Chardonnay P706
3225,12-12-2015,A Blooming Hill 2009 Pinot Gris
3401,28-09-2015,A&D Monólogo Sauvignon Blanc P704
3735,27-04-2015,Adrice 2016 Fool's Gold Bourbon Syrah
2486,25-11-2015,A&D Monólogo Avesso P67
4790,15-08-2015,Achard-Vincent
1730,19-09-2015,A Blooming Hill 2009 Pinot Noir
4724,12-02-2015,A Blooming Hill 2008 Pinot Noir
4951,09-01-2015,A Blooming Hill 2008 Pinot Noir
1341,30-10-2015,Aalto Wines
4519,02-09-2015,Adnams Wine
2914,01-04-2015,A Blooming Hill 2009 Pinot Noir
3916,04-10-2015,A Grower's Touch Chadronnay
4145,11-04-2015,A Blooming Hill 2009 Pinot Noir
3657,27-01-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2546,07-05-2015,Alasia Roero Arneis DOCG
2738,03-02-2015,A&D Monólogo Sauvignon Blanc P704
1491,30-12-2015,A&D Quinta Dos Espinhosos
3268,18-04-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
1820,07-04-2015,Abel Charlot Brut NV
1923,06-12-2015,A Blooming Hill 2009 Pinot Gris
2968,17-10-2015,Adelsheim Stoller Chardonnay (all vintages)
4970,08-08-2015,A&D Singular
4827,03-10-2015,A Blooming Hill 2009 Pinot Noir
3474,07-04-2015,Albet i Noya Can Milà De La Roca
4417,19-03-2015,A Portela Mencía
3061,05-11-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4364,25-05-2015,A Gust of Sun 2010 Niagara
2887,17-01-2015,A Blooming Hill 2008 Pinot Noir
1292,24-10-2015,A&D Quinta Dos Espinhosos
1693,27-12-2015,A&D Singular
2267,07-01-2015,Alasia Moscato Secco IGT Provincia di Pavia
2663,10-09-2015,A&D Singular
1551,11-06-2015,A&D Monólogo Avesso P67
3421,12-05-2015,A&D Monólogo Avesso P67
2785,12-07-2015,A Blooming Hill 2008 Pinot Noir
4326,02-05-2015,Alasia Piemonte DOC Barbera 
2871,20-12-2015,A&D Monólogo Sauvignon Blanc P704
4969,26-05-2015,A&D Monólogo Arinto P24
3463,24-09-2015,A&D Monólogo Avesso P67
1504,30-11-2015,A Blooming Hill 2008 Pinot Noir
2528,19-10-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
1959,15-05-2015,Airlie Gewürztraminer
2479,13-01-2015,Achard-Vincent
4809,13-04-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4047,06-03-2015,Ad Hoc 'Mixmaster' Blended Red
2781,11-01-2015,A&D Monólogo Avesso P67
1837,03-01-2015,A&D Monólogo Sauvignon Blanc P704
3288,26-04-2015,A Blooming Hill 2008 Pinot Noir
1152,20-04-2015,Aces 2009 Seven Deuce Red
1641,23-06-2015,Adler Fels
2685,19-07-2015,A Blooming Hill 2009 Pinot Gris
3599,08-01-2015,A Grower's Touch Chadronnay
2114,06-11-2015,A Blooming Hill 2008 Pinot Noir
2019,08-09-2015,A Blooming Hill 2009 Pinot Gris
4019,19-03-2015,Aceviño Rosé
3663,28-06-2015,Adrice 2016 La Montagna Nebbiolo
3170,03-12-2015,A&D Monólogo Avesso P67
3537,24-09-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3918,22-06-2015,A Grower's Touch Durif
3507,22-07-2015,A&D Singular
4453,22-05-2015,A&D Monólogo Chardonnay P706
2769,31-07-2015,A Blooming Hill 2009 Pinot Noir
4151,02-11-2015,A Blooming Hill 2008 Pinot Noir
2291,10-04-2015,Air Wine
1677,21-02-2015,Ad Hoc 'The Riddler' Sparkling Wine
1499,06-03-2015,Adnams Wine
2274,05-01-2015,A Blooming Hill 2009 Pinot Noir
2186,02-04-2015,AA Badenhorst Family Wines
4437,07-08-2015,Agripunica Samas
4856,03-01-2015,A&D Liv
3413,23-09-2015,A&D Casa Do Arrabalde
4741,25-09-2015,A Blooming Hill 2008 Pinot Noir
4406,27-05-2015,Agripunica Samas
2601,30-04-2015,Ad Hoc 'The Riddler' Sparkling Wine
4845,12-10-2015,Aalto Wines
3695,09-07-2015,Adrice 2014 Pardonné Pinot Noir
2202,28-02-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
1027,25-02-2015,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
1744,28-09-2015,Ad Hoc 'Mixmaster' Blended White
4864,04-12-2015,A Blooming Hill 2009 Chardonnay
3730,27-07-2015,A Blooming Hill 2009 Pinot Gris
2127,01-01-2015,Adastra 2010 Merlot
2672,26-11-2015,A&D Singular
1930,02-02-2015,A&D Liv
3623,07-05-2015,Adastra 2009 Proximus Merlot
4082,01-05-2015,A&D Monólogo Sauvignon Blanc P704
4387,26-07-2015,A&D Monólogo Chardonnay P706
4424,22-08-2015,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
3630,24-07-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2202,28-05-2015,A Blooming Hill 2009 Pinot Noir
3036,18-09-2015,A Blooming Hill 2008 Pinot Noir
4529,10-05-2015,A Blooming Hill 2009 Pinot Gris
1968,16-02-2015,Aces 2009 Seven Deuce Red
1511,22-03-2015,Adelsheim Stoller Chardonnay (all vintages)
1503,17-08-2015,A Blooming Hill 2008 Pinot Noir
2091,30-07-2015,Adastra 2012 Chardonnay
1651,22-02-2015,A&D Monólogo Arinto P24
1553,20-03-2015,Alasia Roero Arneis DOCG
4746,09-12-2015,A&D Monólogo Avesso P67
2902,12-06-2015,A Blooming Hill 2009 Pinot Gris
4205,29-01-2015,Adler Fels
1508,15-11-2015,AA Badenhorst Family Wines
2403,01-12-2015,A&D Monólogo Avesso P67
4705,22-05-2015,AA Badenhorst Family Wines
1285,21-07-2015,Agran Araucano Wines
4238,03-12-2015,Adastra 2012 Chardonnay
1938,08-05-2015,A Blooming Hill 2009 Pinot Noir
3402,23-05-2015,Ad Hoc 'Nitty Gritty' Pinot Grigio
4031,18-10-2015,Aces 2010 Seven Deuce White
1739,31-05-2015,Aces 2010 Seven Deuce White
2104,27-02-2015,Adastra 2011 Pinot Noir
4516,07-12-2015,Adastra 2011 Pinot Noir
3485,22-07-2015,A Blooming Hill 2008 Mingle
4462,07-06-2015,A Grower's Touch Chadronnay
2544,29-01-2015,Aalto Wines
2805,30-08-2015,Adair 2012 Black Currant Kir Rouge
2969,24-08-2015,Air Wine
3563,25-11-2015,A Blooming Hill 2008 Pinot Noir
2683,18-01-2015,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
3776,18-07-2015,Aces 2010 Seven Deuce White
1331,29-11-2015,A&D Monólogo Sauvignon Blanc P704
1498,28-05-2015,Ad Hoc 'Nitty Gritty' Pinot Grigio
3890,11-01-2015,A Blooming Hill 2009 Pinot Noir
4559,07-02-2015,A Blooming Hill 2008 Pinot Noir
2723,31-01-2015,Albet i Noya Can Milà De La Roca
2925,11-12-2015,Albet i Noya Pinot Noir Merlot Clàssic
3684,15-02-2015,A&D Casa Do Arrabalde
1770,19-11-2015,Adelsheim Stoller Chardonnay (all vintages)
3661,17-06-2015,A Gust of Sun 2010 Niagara
1044,25-10-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3031,25-11-2015,A&D Monólogo Chardonnay P706
3028,19-05-2015,A&D Monólogo Avesso P67
3035,04-03-2015,A Blooming Hill 2009 Pinot Noir
3189,23-11-2015,A Portela Mencía
3766,08-11-2015,Adelsheim Stoller Chardonnay (all vintages)
4540,04-08-2015,Ad Hoc 'Mixmaster' Blended Red
4362,11-07-2015,Adnams Wine
4355,21-11-2015,Ad Hoc 'Mixmaster' Blended White
1510,25-10-2015,Aces 2010 Seven Deuce White
4299,14-08-2015,A Blooming Hill 2009 Pinot Noir
1982,14-12-2015,A Gust of Sun 2010 Niagara
3365,13-08-2015,Airlie Marechal Foch
3653,09-11-2015,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
1795,03-04-2015,A Blooming Hill 2008 Pinot Noir
4693,24-04-2015,Adler Fels
4219,16-10-2015,Alasia Moscato Secco IGT Provincia di Pavia
3636,14-05-2015,A Blooming Hill 2008 Pinot Noir
1595,11-04-2015,Aces 2010 Seven Deuce White
3196,05-05-2015,A Blooming Hill 2008 Pinot Noir
2657,21-05-2015,Adrice 2017 Vivant Sauvignon Blanc
4656,14-10-2015,Aceviño Rosé
4239,11-02-2015,Aalto Wines
1510,21-08-2015,A Blooming Hill 2008 Pinot Noir
3462,21-01-2015,Albet i Noya Merlot Rosat
3794,01-11-2015,Adastra 2011 Ed's Red
1408,01-03-2015,Aces 2010 Seven Deuce White
3686,29-08-2015,A Blooming Hill 2009 Pinot Gris
2273,28-02-2015,Albero Monastrell 2013
4693,13-03-2015,Adrice 2016 Leadfoot Louie
2597,13-02-2015,Adastra 2012 Chardonnay
1551,21-07-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2888,08-01-2015,A&D Monólogo Chardonnay P706
1631,14-08-2015,Aces 2010 Flush Bush
3564,04-07-2015,A&D Monólogo Arinto P24
4277,25-11-2015,Aceviño Rosé
4410,12-10-2015,Adrice 2015 Etouffant Red Mountain Merlot
3455,18-11-2015,Albero Monastrell 2013
2467,05-07-2015,African Horizon Cape Red
2235,19-01-2015,Aceviño Whites
2145,21-01-2015,Aces 2010 Seven Deuce White
3310,08-03-2015,Aceviño Rosé
2876,19-09-2015,Agripunica Samas
3736,26-02-2015,A&D Monólogo Sauvignon Blanc P704
3402,16-08-2015,Alasia Gavi DOCG
1397,21-12-2015,Adler Fels
3497,15-08-2015,Adrice 2016 La Montagna Nebbiolo
3044,07-06-2015,Adastra 2011 Merlot
1296,23-11-2015,A&D Monólogo Avesso P67
3999,16-11-2015,A Blooming Hill 2009 Pinot Noir
2492,10-11-2015,A Blooming Hill 2008 Pinot Noir
1572,21-09-2015,Adastra 2011 Pinot Noir
4224,29-01-2015,A&D Monólogo Chardonnay P706
2352,31-01-2015,Adelsheim Stoller Chardonnay (all vintages)
3609,23-02-2015,Aces 2009 Seven Deuce Red
4142,17-11-2015,Ad Hoc 'Mixmaster' Blended Red
2736,26-12-2015,A&D Liv Rosé
2517,20-03-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4999,18-02-2015,Adastra 2012 Chardonnay
4338,24-03-2015,Adastra 2010 Merlot
2215,26-11-2015,Adair Kir Peche
2745,21-04-2015,A Blooming Hill 2009 Pinot Gris
2861,12-03-2015,A Blooming Hill 2008 Mingle
3553,10-05-2015,A Blooming Hill 2009 Pinot Gris
2993,05-05-2015,Alasia Brachetto d’Acqui DOCG
4365,20-02-2015,A Blooming Hill 2008 Pinot Noir
2860,20-12-2015,Albet i Noya Solc
3760,22-11-2015,Adrice 2014 Pardonné Pinot Noir
2505,22-04-2015,A Blooming Hill 2008 Pinot Noir
1485,12-07-2015,A Blooming Hill 2009 Pinot Gris
4608,27-04-2015,Albet i Noya Fondos
2873,15-07-2015,Adastra 2011 Ed's Red
4848,07-07-2015,A Blooming Hill 2009 Pinot Noir
2550,23-12-2015,Adler Fels
2085,22-04-2015,Adastra 2011 Pinot Noir
2549,24-08-2015,Aces 2010 Seven Deuce White
1200,08-08-2015,A&D Monólogo Sauvignon Blanc P704
3463,09-05-2015,Adelsheim Stoller Chardonnay (all vintages)
3583,02-08-2015,Albet i Noya Cava Brut Nature
1276,26-03-2015,A&D Monólogo Avesso P67
2951,22-12-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4970,23-07-2015,Adrice 2014 Pardonné Pinot Noir
1492,20-01-2015,A Blooming Hill 2009 Pinot Gris
3864,26-08-2015,Aces 2009 Pocket Kings Red Wine
2506,17-11-2015,A Blooming Hill 2009 Pinot Gris
4285,22-04-2015,Albert Heijn Ru­e­da Pala­cio del Al­mi­ran­te
4822,26-02-2015,A Blooming Hill 2009 Pinot Gris
3588,15-12-2015,Aalto Wines
2520,06-12-2015,Aces 2010 Seven Deuce White
1088,14-01-2015,Aalto Wines
1486,23-09-2015,A Grower's Touch Durif
4080,03-07-2015,A Blooming Hill 2008 Pinot Noir
3058,27-07-2015,A Gust of Sun 2010 Niagara
3133,01-12-2015,Academy Culinary Wine
1731,17-08-2015,A Blooming Hill 2008 Pinot Noir
2436,17-02-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
3452,15-05-2015,A&D Singular
2761,11-01-2015,Airlie Gewürztraminer
1705,28-07-2015,A Blooming Hill 2008 Pinot Noir
3221,01-04-2015,Aalto Wines
1384,19-12-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4570,22-08-2015,A Blooming Hill 2008 Mingle
2506,27-12-2015,Aces 2010 Seven Deuce White
3380,23-04-2015,Aces 2007 Pocket Kings Red Wine
2765,30-11-2015,A&D Monólogo Avesso P67
4840,05-06-2015,Adler Fels
1685,18-08-2015,A Blooming Hill 2008 Pinot Noir
2028,01-03-2015,Adnams Wine
1125,27-08-2015,A&D Singular
1054,02-09-2015,Adirondack Wines
4274,23-01-2015,A Blooming Hill 2009 Pinot Gris
2710,14-10-2015,Alasia Moscato Secco IGT Provincia di Pavia
2699,28-11-2015,A&D Singular
1918,29-09-2015,A&D Liv Rosé
4936,02-03-2015,A&D Monólogo Sauvignon Blanc P704
2535,20-03-2015,A Blooming Hill 2009 Pinot Noir
4495,24-08-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4216,24-02-2015,A Blooming Hill 2009 Pinot Noir
1515,21-09-2015,Airlie Marechal Foch
2604,26-01-2015,Adrice 2016 La Montagna Nebbiolo
4820,07-12-2015,Alban Vineyards
2340,28-11-2015,A Blooming Hill 2008 Pinot Noir
2864,13-03-2015,A Blooming Hill 2008 Mingle
1366,29-11-2015,A Grower's Touch Durif
3317,29-06-2015,Ad Hoc 'Nitty Gritty' Pinot Grigio
4218,11-01-2015,Aalto Wines
3958,04-11-2015,A Blooming Hill 2009 Pinot Noir
1309,01-04-2015,Albet i Noya Núria
1394,24-05-2015,Ad Hoc 'Mixmaster' Blended White
4412,04-05-2015,Adnams Wine
3649,21-06-2015,A&D Monólogo Avesso P67
4805,13-10-2015,A Blooming Hill 2008 Pinot Noir
1599,20-04-2015,A Blooming Hill 2008 Pinot Noir
4321,12-09-2015,Achard-Vincent
3397,20-02-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3767,06-06-2015,Ad Hoc 'Mixmaster' Blended Red
2781,01-06-2015,A Blooming Hill 2009 Pinot Gris
3750,17-05-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4574,27-11-2015,A Blooming Hill 2008 Pinot Noir
4180,01-04-2015,A&D Monólogo Chardonnay P706
3897,01-02-2015,Adastra 2011 Merlot
4333,01-07-2015,Albero Monastrell 2013
3796,06-06-2015,Ad Hoc 'Mixmaster' Blended White
2240,18-05-2015,AA Badenhorst Family Wines
2967,06-02-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2581,14-12-2015,Abacela Wines
1248,15-12-2015,A Blooming Hill 2008 Pinot Noir
3830,18-10-2015,Abacela Wines
3976,08-05-2015,Adastra 2012 Chardonnay
1842,23-02-2015,Adair Kir Peche
1626,18-02-2015,Agripunica Samas
4059,05-01-2015,A Blooming Hill 2008 Pinot Noir
2370,12-09-2015,A&D Casa Do Arrabalde
4466,03-09-2015,A&D Monólogo Avesso P67
2404,10-02-2015,A&D Monólogo Avesso P67
3224,14-03-2015,Adelsheim Stoller Chardonnay (all vintages)
1478,12-02-2015,A&D Monólogo Arinto P24
2229,22-12-2015,Abbazia Prosecco Spumante
4418,04-10-2015,A Blooming Hill 2009 Pinot Noir
3571,07-07-2015,Adrice 2014 Santé Syrah
2234,27-02-2015,A&D Monólogo Sauvignon Blanc P704
3416,07-02-2015,AA Badenhorst Family Wines
3429,29-06-2015,A&D Monólogo Sauvignon Blanc P704
1046,24-06-2015,A&D Monólogo Arinto P24
4498,19-04-2015,A&D Casa Do Arrabalde
2152,03-09-2015,Albet i Noya Col·lecció Syrah
1425,18-03-2015,A&D Monólogo Chardonnay P706
3946,19-11-2015,Achard-Vincent
1009,14-05-2015,A&D Monólogo Avesso P67
2825,25-12-2015,Albet i Noya Col·lecció Syrah
4592,22-06-2015,A&D Casa Do Arrabalde
1449,27-05-2015,Aces 2010 Seven Deuce White
1837,18-06-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4322,31-10-2015,A&D Casa Do Arrabalde
2039,18-06-2015,Adirondack Wines
3999,19-05-2015,A Portela Mencía
1183,04-01-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2441,03-07-2015,A Blooming Hill 2009 Pinot Noir
2739,19-09-2015,A&D Liv
3049,05-02-2015,A&D Monólogo Avesso P67
1697,29-05-2015,Albert Heijn Wines (unless listed)
4109,24-08-2015,A Blooming Hill 2009 Pinot Gris
3217,20-03-2015,Adair Kir Peche
4879,12-10-2015,A&D Monólogo Avesso P67
3505,11-10-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4292,26-10-2015,A&D Monólogo Avesso P67
4813,04-08-2015,Ad Hoc 'The Riddler' Sparkling Wine
1379,17-04-2015,Adair Kir Peche
3410,31-05-2015,A Blooming Hill 2009 Pinot Noir
4074,10-09-2015,Aces 2007 Pocket Kings Red Wine
3438,04-01-2015,Alasia Dolcetto d’Asti DOC
2919,30-06-2015,Albet i Noya Col·lecció Chardonnay
1401,29-05-2015,Aces 2010 Seven Deuce White
2074,20-12-2015,Adastra 2011 Merlot
4193,30-08-2015,Ad Hoc 'The Riddler' Sparkling Wine
1195,04-11-2015,Adastra 2009 Proximus Merlot
4850,15-07-2015,A to Z Wine
3255,08-01-2015,A Blooming Hill 2008 Pinot Noir
2572,27-05-2015,Ad Hoc 'Straw Man' Sauvignon Blanc Semillon
3803,14-12-2015,Aeris - Chardonnay Igp Terre di Chieti Biologico Vegano
3342,22-06-2015,Alasia Moscato Secco IGT Provincia di Pavia
3167,20-08-2015,Ad Hoc 'The Riddler' Sparkling Wine
3517,14-07-2015,Adair Black Currant Kir
1391,14-03-2015,A&D Monólogo Avesso P67
2682,20-01-2015,A Blooming Hill 2008 Pinot Noir
1363,15-01-2015,Adair Black Currant Kir
4849,17-05-2015,Aalto Wines
3107,16-11-2015,Adnams Wine
2171,22-04-2015,Adair 2012 Black Currant Kir Rouge
2286,19-06-2015,Alasia Brachetto d’Acqui DOCG
1449,03-10-2015,A Blooming Hill 2008 Mingle
2192,10-02-2015,Aces 2010 Seven Deuce White
1926,29-05-2015,A&D Monólogo Chardonnay P706
1245,04-12-2015,Adelsheim Stoller Chardonnay (all vintages)
4034,13-11-2015,A Blooming Hill 2009 Pinot Noir
3719,22-02-2015,AA Badenhorst Family Wines
1033,15-06-2015,Alasia Dolcetto d’Asti DOC
1293,26-10-2015,Adrice 2015 Alter Ego Washington Cabernet Sauvignon
3737,12-12-2015,Aces 2010 Seven Deuce White
1114,26-04-2015,Adelsheim Stoller Chardonnay (all vintages)
2286,04-12-2015,A Blooming Hill 2009 Pinot Gris
1782,13-09-2015,A&D Monólogo Avesso P67
2837,19-09-2015,A Grower's Touch Chadronnay
2011,23-12-2015,Albet i Noya Col·lecció Chardonnay
3067,22-09-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
3191,30-12-2015,Alasia Moscato d’Asti DOCG
4161,24-09-2015,A Portela Mencía
2526,16-10-2015,A&D Monólogo Avesso P67
1582,08-07-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
3663,20-11-2015,A Blooming Hill 2009 Pinot Noir
1237,08-03-2015,Adair Black Currant Kir
2635,17-09-2015,A&D Liv
3034,22-05-2015,A Blooming Hill 2009 Pinot Gris
3005,12-07-2015,A Portela Mencía
2476,30-07-2015,AA Badenhorst Family Wines
1052,15-05-2015,Adler Fels
3781,23-09-2015,A Blooming Hill 2009 Chardonnay
4736,03-04-2015,Adastra 2012 Chardonnay
4101,30-01-2015,A Blooming Hill 2009 Pinot Noir
2535,17-10-2015,Adnams Wine
1924,07-09-2015,Airlie Gewürztraminer
3079,04-01-2015,A Gust of Sun (except 2010 Niagara)
4270,08-02-2015,Adelsheim Stoller Chardonnay (all vintages)
2797,12-09-2015,Abacela Wines
3813,18-01-2015,Airlie Marechal Foch
4412,20-12-2015,Alasia Brachetto d’Acqui DOCG
2997,02-06-2015,Aces 2010 Seven Deuce White
3703,24-03-2015,A&D Casa Do Arrabalde
2260,02-10-2015,A&D Casa Do Arrabalde
3583,03-12-2015,Adler Fels
2513,30-01-2015,A Blooming Hill 2009 Pinot Noir
4336,25-09-2015,Airlie Pinot Gris
2017,19-02-2015,Adair 2011 Landmark White
2787,09-05-2015,A&D Liv
3460,14-09-2015,Ad Hoc 'Nitty Gritty' Pinot Grigio
4056,29-08-2015,Aces 2010 Flush Bush
2063,23-08-2015,Adair Kir Peche
2085,04-04-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3778,13-03-2015,Adair 2011 Mountain White
2691,09-03-2015,A Blooming Hill 2009 Pinot Noir
2534,08-11-2015,Adrice 2015 Alter Ego Washington Cabernet Sauvignon
2315,17-12-2015,Albert Heijn Ru­e­da Pala­cio del Al­mi­ran­te
1094,16-05-2015,Aces 2010 Seven Deuce White
4529,24-05-2015,A Blooming Hill 2008 Mingle
2745,29-04-2015,Abacela Wines
4352,28-11-2015,Ad Hoc 'Straw Man' Sauvignon Blanc Semillon
2783,31-03-2015,Adair Kir Peche
3280,14-04-2015,A Blooming Hill 2008 Mingle
3473,07-04-2015,Adastra 2011 Ed's Red
3476,28-06-2015,Adrice 2016 La Montagna Nebbiolo
2173,11-08-2015,Alasia Moscato Secco IGT Provincia di Pavia
4170,11-05-2015,Adastra 2012 Chardonnay
1596,14-07-2015,Ad Hoc 'Mixmaster' Blended Red
1265,13-04-2015,A&D Monólogo Avesso P67
1259,20-09-2015,A Blooming Hill 2008 Pinot Noir
4102,23-10-2015,Aceviño Rosé
3465,16-04-2015,Adair 2011 Landmark White
3504,05-11-2015,A Blooming Hill 2009 Pinot Gris
3336,26-03-2015,A Blooming Hill 2008 Mingle
3001,14-11-2015,A&D Monólogo Arinto P24
4078,18-04-2015,Adelsheim Stoller Chardonnay (all vintages)
3244,20-11-2015,Achard-Vincent
3544,10-03-2015,Adair Black Currant Kir
2760,14-04-2015,Aces 2010 Seven Deuce White
4643,02-12-2015,Adastra 2011 Merlot
3601,20-12-2015,A Blooming Hill 2009 Pinot Gris
2275,02-08-2015,Adrice 2016 Fool's Gold Bourbon Syrah
3082,10-04-2015,A Blooming Hill 2009 Chardonnay
4273,22-01-2015,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
