name,producer,origin,label,type
Celtic Wines Elderberry Wine,Celtic Wines,Wales,Vegan Friendly,Dessert
Celtic Wines Elderflower Sparkling Wine,Celtic Wines,Wales,Vegan Friendly,Fortified
Celtic Wines Elderflower Wine,Celtic Wines,Wales,Vegan Friendly,White
Celtic Wines Ginger Wine,Celtic Wines,Wales,Vegan Friendly,Sparkling
Celtic Wines Gold Sparkle,Celtic Wines,Wales,Vegan Friendly,Sparkling
Celtic Wines Gooseberry Wine,Celtic Wines,Wales,Vegan Friendly,Sparkling
Celtic Wines Medieval Mead,Celtic Wines,Wales,Not Vegan Friendly,Red
Celtic Wines Mulled Elderberry Wine,Celtic Wines,Wales,Vegan Friendly,Rosé
Celtic Wines Old Grumpy’s Blackcurrant and Elderberry,Celtic Wines,Wales,Vegan Friendly,Rosé
Celtic Wines Old Grumpy’s White Wine,Celtic Wines,Wales,Vegan Friendly,White
Celtic Wines Raspberry Sparkling Wine,Celtic Wines,Wales,Vegan Friendly,Rosé
Celtic Wines Raspberry Wine,Celtic Wines,Wales,Vegan Friendly,Dessert
Cense Rosé,Truett Hurst Inc,USA,Vegan Friendly,Sparkling
Cense Sauvignon Blanc,Truett Hurst Inc,USA,Not Vegan Friendly,Red
Centennial Wines,Centennial Vineyards,Australia,Not Vegan Friendly,Red
Ceretto Wines,Ceretto,Italy,Vegan Friendly,Dessert
Cerro Caliente Wines,Cerro Caliente Cellars,USA,Vegan Friendly,Dessert
Cesari Wines,Opici Wine Company of New York,USA,Vegan Friendly,Fruity
Chacayes Wines,Domaines François Lurton,France,Unknown,Rosé
Chaddsford '12 Pinot Noir,Chaddsford Winery,USA,Vegan Friendly,Fortified
Chaddsford '12 Proprietors Reserve Red,Chaddsford Winery,USA,Vegan Friendly,White
Chaddsford '13 Pinot Grigio,Chaddsford Winery,USA,Vegan Friendly,Red
Chaddsford '13 Proprietors Reserve White,Chaddsford Winery,USA,Vegan Friendly,Fruity
Chaddsford Barrel Select Chardonnay,Chaddsford Winery,USA,Vegan Friendly,Red
Chaddsford Flyers Red,Chaddsford Winery,USA,Vegan Friendly,Red
Chaddsford Flyers White,Chaddsford Winery,USA,Vegan Friendly,Fruity
Chaddsford Holiday Spirit,Chaddsford Winery,USA,Vegan Friendly,Fortified
Chaddsford Niagara,Chaddsford Winery,USA,Not Vegan Friendly,Rosé
Chaddsford Red,Chaddsford Winery,USA,Vegan Friendly,Red
Chaddsford Sangri-La Sangria,Chaddsford Winery,USA,Vegan Friendly,Fruity
Chaddsford Spiced Apple Wine,Chaddsford Winery,USA,Vegan Friendly,Fortified
Chaddsford Spring Wine,Chaddsford Winery,USA,Vegan Friendly,Fortified
Chaddsford Sunset Blush,Chaddsford Winery,USA,Vegan Friendly,Red
Chaddsford White,Chaddsford Winery,USA,Vegan Friendly,Sparkling
Chaffey Bros Wines,Chaffey Bros Wine Co,Australia,Vegan Friendly,Fruity
Chain of Ponds 2013 Forreston Reserve Cabernet Sauvignon,Chain of Ponds Wines Pty Ltd,Australia,Unknown,Dessert
Chain of Ponds 2013 Forreston Reserve Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Unknown,Fortified
Chain of Ponds 2013 Ledge Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Dessert
Chain of Ponds 2015 Ledge Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Not Vegan Friendly,White
Chain of Ponds 2015 The Stopover Barbera,Chain of Ponds Wines Pty Ltd,Australia,Unknown,Rosé
Chain of Ponds 2016 Acquaintance Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Red
Chain of Ponds 2016 Amadeus Cabernet Sauvignon,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,White
Chain of Ponds 2016 Corkscrew Road Chardonnay,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Red
Chain of Ponds 2016 Grave's Gate Syrah,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chain of Ponds 2016 Morning Star Pinot Noir,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fortified
Chain of Ponds 2016 Novello Cabernet/Merlot,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fruity
Chain of Ponds 2016 Novello Dolcetto Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fruity
Chain of Ponds 2016 The Ledge Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fortified
Chain of Ponds 2016 The Stopover Barbera,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fortified
Chain of Ponds 2017 Amelia's Letter Pinot Grigio,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chain of Ponds 2017 Black Thursday Sauvignon Blanc,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Red
Chain of Ponds 2017 Grave's Gate Syrah,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Sparkling
Chain of Ponds 2017 Innocence Rosé,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Red
Chain of Ponds 2017 Ledge Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chain of Ponds 2017 Millers Creek Chardonnay,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Red
Chain of Ponds 2017 Novello Cabernet/Merlot,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Dessert
Chain of Ponds 2017 Novello Pinot Grigio,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fruity
Chain of Ponds 2017 Novello Rosé,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fortified
Chain of Ponds 2017 Novello Semillon Sauvignon Blanc,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Dessert
Chain of Ponds 2017 Section 400 Pinot Noir,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Dessert
Chain of Ponds 2018 Amelia's Letter Pinot Grigio,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Fortified
Chain of Ponds 2018 Black Thursday Sauvignon Blanc,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,White
Chain of Ponds 2018 Innocence Rosé,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chain of Ponds 2018 Millers Creek Chardonnay,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,White
Chain of Ponds 2018 Novello Pinot Grigio,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Sparkling
Chain of Ponds 2018 Novello Rosé,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chain of Ponds 2018 Novello Semillon Sauvignon Blanc,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Sparkling
Chain of Ponds 2018 Novello Shiraz,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Dessert
Chain of Ponds 2018 Section 400 Pinot Noir,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chain of Ponds Diva NV Sparkling,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chain of Ponds The Cachet,Chain of Ponds Wines Pty Ltd,Australia,Vegan Friendly,Rosé
Chalmers,Chalmers Wines Australia Pty Ltd.,Australia,Vegan Friendly,White
Chalone Wine,Chalone Vineyard,USA,Not Vegan Friendly,White
Chamard 2007 Reserve Estate Chardonnay,Chamard Vineyards,USA,Vegan Friendly,White
Chamard Nest,Chamard Vineyards,USA,Vegan Friendly,Dessert
Chamard Stone Cold White,Chamard Vineyards,USA,Vegan Friendly,Dessert
Chamard Vista Vines Chardonnay,Chamard Vineyards,USA,Vegan Friendly,Red
Chamard Vista Vines Malbec,Chamard Vineyards,USA,Vegan Friendly,Red
Chamisal Wines,Chamisal VIneyards,USA,Not Vegan Friendly,Red
Champagne Billecart-Salmon Wines,Champagne Billecart-Salmon,France,Not Vegan Friendly,Fortified
Champagne Cattier,Champagne Cattier,France,Vegan Friendly,Fruity
Champagne Diogène Tissier et Fils Blanc de Blancs,Champagne Diogène Tissier et Fils,France,Vegan Friendly,Red
Champagne Diogène Tissier et Fils Carte Blanche,Champagne Diogène Tissier et Fils,France,Vegan Friendly,Sparkling
Champagne Diogène Tissier et Fils Carte Noire,Champagne Diogène Tissier et Fils,France,Vegan Friendly,Red
Champagne Diogène Tissier et Fils Carte Noire,Champagne Diogène Tissier et Fils,France,Vegan Friendly,Rosé
Champagne Diogène Tissier et Fils Extra Brut,Champagne Diogène Tissier et Fils,France,Vegan Friendly,White
Champagne Diogène Tissier et Fils Réserve,Champagne Diogène Tissier et Fils,France,Vegan Friendly,Fortified
Champagne Diogène Tissier et Fils Révélation,Champagne Diogène Tissier et Fils,France,Not Vegan Friendly,White
Champagne Diogène Tissier et Fils Rosé Brut,Champagne Diogène Tissier et Fils,France,Not Vegan Friendly,Sparkling
Champagne Diogène Tissier et Fils Saveur de Juliette,Champagne Diogène Tissier et Fils,France,Vegan Friendly,Red
Champagne Diogène Tissier et Fils Vintage (Millesimée),Champagne Diogène Tissier et Fils,France,Vegan Friendly,Dessert
Champagne Drappier Blanc de Blancs Signature,Champagne Drappier,France,Vegan Friendly,Red
Champagne Drappier Brut nature,Champagne Drappier,France,Vegan Friendly,Dessert
Champagne Drappier Brut nature Rosé,Champagne Drappier,France,Vegan Friendly,Dessert
Champagne Drappier Brut nature sans soufre,Champagne Drappier,France,Vegan Friendly,Fruity
Champagne Drappier Carte d'Or,Champagne Drappier,France,Vegan Friendly,Red
Champagne Drappier Charles de Gaulle,Champagne Drappier,France,Vegan Friendly,Sparkling
Champagne Drappier Grande Sendrée,Champagne Drappier,France,Vegan Friendly,Red
Champagne Drappier Grande Sendrée Rosé,Champagne Drappier,France,Vegan Friendly,Fruity
Champagne Drappier Millésime Exception,Champagne Drappier,France,Vegan Friendly,Rosé
Champagne Drappier Quattuor,Champagne Drappier,France,Vegan Friendly,White
Champagne Drappier Rosé,Champagne Drappier,France,Vegan Friendly,Fortified
Champagne Fleury,Champagne Fleury S.A.,France,Vegan Friendly,Fruity
Champagne Gremillet Wines,Champagne Gremillet,France,Not Vegan Friendly,Fortified
Champagne J. de Telmont,Champagne J. de Telmont,France,Vegan Friendly,Sparkling
Champagne Jacquart,Champagne Jacquart,France,Vegan Friendly,Sparkling
Champagne Jacquesson Extra Brut,Champagne Jacquesson,France,Vegan Friendly,Red
Champagne Jacquinot,Champagne Jacquinot & Fils,France,Vegan Friendly,White
Champagne Jean-Michel Pelletier,Champagne Jean-Michel Pelletier,France,Vegan Friendly,Red
Champagne Lanson,Champagne Lanson,France,Vegan Friendly,White
Champagne Larmandier-Bernier Cramant Nature,Champagne Larmandier-Bernier,France,Vegan Friendly,Dessert
Champagne Larmandier-Bernier Latitude,Champagne Larmandier-Bernier,France,Vegan Friendly,Sparkling
Champagne Larmandier-Bernier Les Chemins d’Avize,Champagne Larmandier-Bernier,France,Vegan Friendly,White
Champagne Larmandier-Bernier Longitude,Champagne Larmandier-Bernier,France,Vegan Friendly,Rosé
Champagne Larmandier-Bernier Rosé de Saignée,Champagne Larmandier-Bernier,France,Vegan Friendly,Rosé
Champagne Larmandier-Bernier Terre de Vertus,Champagne Larmandier-Bernier,France,Vegan Friendly,White
Champagne Larmandier-Bernier Vertus Rouge,Champagne Larmandier-Bernier,France,Vegan Friendly,White
Champagne Larmandier-Bernier Vieille Vigne du Levant,Champagne Larmandier-Bernier,France,Vegan Friendly,Sparkling
Champagne Laurent-Perrier,Domaine Laurent-Perrier,France,Vegan Friendly,Fortified
Champagne Legret & Fils Wines,Champagne Legret & Fils,France,Vegan Friendly,Sparkling
Champagne Moussé Fils Anecdote,Champagne Moussé Fils,France,Vegan Friendly,Red
Champagne Moussé Fils L'Extra Or Late Disgorging,Champagne Moussé Fils,France,Vegan Friendly,Sparkling
Champagne Moussé Fils L'Or d'Eugène,Champagne Moussé Fils,France,Vegan Friendly,Fruity
Champagne Moussé Fils Les Vignes de Mon Village,Champagne Moussé Fils,France,Vegan Friendly,Rosé
Champagne Moussé Fils Ratafia La Vie en Meunier,Champagne Moussé Fils,France,Vegan Friendly,Rosé
Champagne Moussé Fils Rosé Effusion,Champagne Moussé Fils,France,Vegan Friendly,Red
Champagne Moussé Fils Spécial Club 2014,Champagne Moussé Fils,France,Vegan Friendly,Fortified
Champagne Moussé Fils Spécial Club Rosé de Saignée 2015,Champagne Moussé Fils,France,Vegan Friendly,White
Champagne Moussé Fils Terre d'illite 2013,Champagne Moussé Fils,France,Vegan Friendly,Fruity
Champagne Palmer & Co. Amazone de Palmer,Champagne Palmer & Co.,France,Vegan Friendly,Sparkling
Champagne Palmer & Co. Blanc de Blancs,Champagne Palmer & Co.,France,Vegan Friendly,Fortified
Champagne Palmer & Co. Brut Millésimé,Champagne Palmer & Co.,France,Vegan Friendly,Sparkling
Champagne Palmer & Co. Brut Réserve,Champagne Palmer & Co.,France,Vegan Friendly,Dessert
Champagne Palmer & Co. Brut Rosé,Champagne Palmer & Co.,France,Vegan Friendly,Red
Champagne Palmer & Co. Extra Brut,Champagne Palmer & Co.,France,Vegan Friendly,White
Champagne Palmer & Co. Millésimes Anciens,Champagne Palmer & Co.,France,Vegan Friendly,White
Champagne Rimbaud Brut NV,Champagne Vollereaux,France,Vegan Friendly,Fortified
Champagne Thienot,Champagne Thienot,France,Vegan Friendly,Red
Champagne Tsarine,Champagne Chanoine Frères depuis 1730,France,Vegan Friendly,Fruity
Chamuyo Wines,Mendoza Vineyards,Argentina,Vegan Friendly,White
Chance Creek Wines,Chance Creek Vineyards,USA,Vegan Friendly,Fortified
Chandon Wine,Domaine Chandon Inc,USA,Not Vegan Friendly,Red
Chankaska Wines,Chankaska Creek Ranch & Winery,USA,Vegan Friendly,Sparkling
Chapel Down Wines,Chapel Down,England,Not Vegan Friendly,Rosé
Chapel Hill Abacus Shiraz,Chapel Hill Winery,Australia,Vegan Friendly,Fruity
Chapel Hill Bush Vine Grenache,Chapel Hill Winery,Australia,Vegan Friendly,Fortified
Chapel Hill Cabernet Sauvignon,Chapel Hill Winery,Australia,Vegan Friendly,Fruity
Chapel Hill Chardonnay,Chapel Hill Winery,Australia,Vegan Friendly,White
Chapel Hill Gorge Block Cabernet,Chapel Hill Winery,Australia,Vegan Friendly,Fruity
Chapel Hill Gorge Block Chardonnay,Chapel Hill Winery,Australia,Vegan Friendly,Rosé
Chapel Hill House Block Shiraz,Chapel Hill Winery,Australia,Vegan Friendly,Dessert
Chapel Hill il Vescovo McLaren Vale White,Chapel Hill Winery,Australia,Vegan Friendly,Red
Chapel Hill McLaren Vale Shiraz,Chapel Hill Winery,Australia,Vegan Friendly,White
Chapel Hill Mourvèdre,Chapel Hill Winery,Australia,Vegan Friendly,White
Chapel Hill Parson's Nose Shiraz,Chapel Hill Winery,Australia,Vegan Friendly,Fortified
Chapel Hill Road Block Shiraz,Chapel Hill Winery,Australia,Vegan Friendly,Red
Chapel Hill Sangiovese,Chapel Hill Winery,Australia,Vegan Friendly,Fortified
Chapel Hill Sangiovese Rosé,Chapel Hill Winery,Australia,Vegan Friendly,Fortified
Chapel Hill Tempranillo,Chapel Hill Winery,Australia,Vegan Friendly,Fruity
Chapel Hill The Devil,Chapel Hill Winery,Australia,Vegan Friendly,Dessert
Chapel Hill The Parson Cabernet Sauvignon,Chapel Hill Winery,Australia,Vegan Friendly,Fruity
Chapel Hill The Prophet Shiraz,Chapel Hill Winery,Australia,Vegan Friendly,Dessert
Chapel Hill The Vicar,Chapel Hill Winery,Australia,Vegan Friendly,White
Chapel Hill Verdelho,Chapel Hill Winery,Australia,Vegan Friendly,Rosé
Chapman Grove Wine,Chapman Grove Wines,Australia,Not Vegan Friendly,White
Chapoutier Wine,M. Chapoutier S.A.,France,Vegan Friendly,Sparkling
Chardonnay,Van Loveren Vineyards,South Africa,Not Vegan Friendly,Fortified
Charles & Charles Wine,Charles Smith Wines,USA,Not Vegan Friendly,Dessert
Charles de Fère Cuvée Jean-Louis Blanc,Charles de Fère,France,Not Vegan Friendly,Dessert
Charles Ellner Champagnes,Champagne Charles Ellner,France,Not Vegan Friendly,Dessert
Charles Frey 2013 Crémant d’Alsace Quintessence,Domaine Charles Frey,France,Unknown,White
Charles Frey 2013 Crémant d’Alsace Rosé,Domaine Charles Frey,France,Unknown,White
Charles Frey 2014 Pinot Noir Quintessence,Domaine Charles Frey,France,Unknown,Red
Charles Frey 2015 Crémant d’Alsace Brut Nature,Domaine Charles Frey,France,Unknown,Fortified
Charles Frey 2015 Gewurztraminer Vendanges Tardives,Domaine Charles Frey,France,Unknown,Fortified
Charles Frey 2015 Riesling lieu-dit Rittersberg,Domaine Charles Frey,France,Unknown,Fortified
Charles Frey 2016 Crémant d’Alsace Extra Brut,Domaine Charles Frey,France,Unknown,Dessert
Charles Frey 2016 Gewurztraminer Grand Cru Frankstein,Domaine Charles Frey,France,Unknown,Fruity
Charles Frey 2016 Grand Cru Frankstein,Domaine Charles Frey,France,Unknown,Sparkling
Charles Frey 2016 lieu-dit Frauenberg,Domaine Charles Frey,France,Unknown,Fortified
Charles Frey 2016 Muscat Fruité Croquant,Domaine Charles Frey,France,Unknown,Red
Charles Frey 2016 Pinot Blanc Rayon de Lune,Domaine Charles Frey,France,Unknown,White
Charles Frey 2016 Pinot Gris Cuvée de l’Ours,Domaine Charles Frey,France,Unknown,Sparkling
Charles Frey 2016 Pinot Gris Grand Cru Frankstein,Domaine Charles Frey,France,Unknown,Fruity
Charles Frey 2016 Pinot Gris Grand Cru Frankstein,Domaine Charles Frey,France,Unknown,Fortified
Charles Frey 2016 Pinot Noir F,Domaine Charles Frey,France,Unknown,White
Charles Frey 2016 Riesling Grand Cru Frankstein,Domaine Charles Frey,France,Unknown,White
Charles Frey 2016 Riesling lieu-dit Victoriasberg,Domaine Charles Frey,France,Unknown,White
Charles Frey 2016 Riesling Nature,Domaine Charles Frey,France,Unknown,Sparkling
Charles Frey 2017 Collines de Granit,Domaine Charles Frey,France,Vegan Friendly,Red
Charles Frey 2017 Edelzwicker,Domaine Charles Frey,France,Vegan Friendly,Sparkling
Charles Frey 2017 Pinot Noir Harmonie,Domaine Charles Frey,France,Vegan Friendly,Sparkling
Charles Frey 2017 Riesling Granit,Domaine Charles Frey,France,Vegan Friendly,Dessert
Charles Frey 2017 Sylvaner lieu-dit Blettig,Domaine Charles Frey,France,Vegan Friendly,Fruity
Charles Shaw Blend White Zinfandel 2011,Charles Shaw,USA,Not Vegan Friendly,Rosé
Charles Shaw Organic Wine,Trader Joe's,USA,Vegan Friendly,White
Charles Shaw Red Wine,Charles Shaw,USA,Vegan Friendly,Dessert
Charles Shaw Red Wine,Trader Joe's,USA,Vegan Friendly,Dessert
Charles Shaw White Wine,Charles Shaw,USA,Not Vegan Friendly,Red
Charles Shaw White Wine,Trader Joe's,USA,Vegan Friendly,Fortified
Charlie and Echo 2012 DS9,Charlie and Echo,USA,Vegan Friendly,White
Charlie and Echo 2012 Grenache,Charlie and Echo,USA,Vegan Friendly,Fruity
Charlie and Echo 2012 Syrah,Charlie and Echo,USA,Vegan Friendly,White
Charlie and Echo 2012 The GM,Charlie and Echo,USA,Vegan Friendly,Fruity
Charlie and Echo 2013 Grenache/ Carignan (Los Pilares),Charlie and Echo,USA,Vegan Friendly,Rosé
Charlie and Echo 2013 L’Heritier,Charlie and Echo,USA,Vegan Friendly,Rosé
Charlie and Echo 2014 Grenache Rose (Los Pilares),Charlie and Echo,USA,Vegan Friendly,White
Charlie and Echo 2014 Serendipity,Charlie and Echo,USA,Vegan Friendly,Dessert
Charlie and Echo 2014 The Alchemist,Charlie and Echo,USA,Vegan Friendly,Sparkling
Charlie and Echo 2014 Viognier,Charlie and Echo,USA,Vegan Friendly,Dessert
Charlie and Echo 2015 BPN (Los Pilares),Charlie and Echo,USA,Vegan Friendly,Fortified
Charlie and Echo 2015 LaDona (Los Pilares),Charlie and Echo,USA,Vegan Friendly,Dessert
Charlie and Echo 2015 The Kraken,Charlie and Echo,USA,Vegan Friendly,Rosé
Charlie and Echo 2015 Trinity,Charlie and Echo,USA,Vegan Friendly,Rosé
Charlie and Echo 2016 Clara Rose,Charlie and Echo,USA,Vegan Friendly,Rosé
Charlie and Echo 2016 Take Five,Charlie and Echo,USA,Vegan Friendly,Fortified
Charlie and Echo La Zingara,Charlie and Echo,USA,Unknown,Sparkling
Charlie and Echo The 12 Bar King,Charlie and Echo,USA,Unknown,Red
Charlotte Street Wines,Constellation Brands Europe,England,Not Vegan Friendly,Sparkling
Charron Empire White,Charron Vineyards,USA,Not Vegan Friendly,Fortified
Charron Merlot,Charron Vineyards,USA,Not Vegan Friendly,Rosé
Charron Merlot Blanc De Noir,Charron Vineyards,USA,Not Vegan Friendly,Fortified
Charron Rincon Red ,Charron Vineyards,USA,Not Vegan Friendly,Sparkling
Charron Santa Rita Rose,Charron Vineyards,USA,Not Vegan Friendly,Fruity
Charron White Merlot,Charron Vineyards,USA,Not Vegan Friendly,Fruity
Chasing Venus,Matchbook Wine Company,USA,Not Vegan Friendly,Red
Chat-en-Oeuf 2012 Blanc French White Wine,Chat-en-Oeuf,England,Vegan Friendly,Fortified
Chat-en-Oeuf 2012 French Red Wine,Chat-en-Oeuf,England,Vegan Friendly,White
Chat-en-Oeuf 2012 French Rosé Wine,Chat-en-Oeuf,England,Vegan Friendly,Fruity
Chat-en-Oeuf Wine (2011 and earlier vintages),Chat-en-Oeuf,England,Not Vegan Friendly,White
Chateau Aeronautique Wine,Chateau Aeronautique Winery,USA,Vegan Friendly,Sparkling
Chateau Auguste Wines,BAM Vineyards,France,Vegan Friendly,White
Château Barberousse Wines (unless listed),Château Barberousse,France,Unknown,Red
Château Barrail-Laussac Wines,Barton & Guestier,France,Vegan Friendly,Rosé
Château Beau Secret Wines,Chateau du Moulin Rouge,France,Vegan Friendly,Fortified
Château Bellevue Wines,Les Vignobles Arrivé,France,Vegan Friendly,Fruity
Chateau Chantal Wines,Chateau Chantal,USA,Vegan Friendly,Red
Château Constellation Reds,Château Constellation SA,Switzerland,Vegan Friendly,Rosé
Château Constellation Whites,Château Constellation SA,Switzerland,Not Vegan Friendly,Rosé
Chateau Coutet (Saint Emilion) Wines,Chateau Coutet,France,Vegan Friendly,Sparkling
